language,original_index,text,transcription_base,transcription_ft,sentiment_base,confidence_base,reasoning_base,sentiment_ft,confidence_ft,reasoning_ft
TWI,121,Mehusɛ mehwɛ mma ɛkwan sononko so.,"Nous c'est Michel, il m'a éteint sur le console.",1 MUŠƐN 17.,Frustrated,0.75,"The speaker mentions being 'turned off' or defeated ('il m'a éteint') on a gaming console, which typically indicates a loss or a negative experience in a competitive context, leading to frustration.",Confused,0.1,"The transcription '1 MUŠƐN 17' does not contain any emotional keywords in Twi and appears to be a reference, a code, or a citation rather than a sentimental expression. 'Confused' is selected as the closest fit due to the ambiguity of the input."
TWI,122,Na ayɛsɛ yɛ me sɛ afei na mete aseɛ papa. Abrabɔ no ɛnyɛ ekwan tenten ah wode kɔ yɛ nnipa kɛseɛ anaa. Nti sɛ mebɔ ewɔ ah ɛnsɛsɛ megyae. Seisei deɛ mennya akukuduro bia kaho. Na mennim sɛ metumi hwɛ osom mo adi yie ɛmmerɛ ah me de adesua wei ahyɛ madwen.,我非常感激我的爸爸，他帮助我理解团队，而我呢，我理解理解理解理解。我理解，理解,"Hafɛnnye, menyina ɛfuo de wo.",Grateful,0.98,The speaker explicitly states '我非常感激我的爸爸' which translates to 'I am very grateful to my father.',Loved,0.7,"The phrase 'menyina ɛ fuo de wo' translates roughly to 'I stand in the wilderness/forest with you,' which expresses solidarity, loyalty, and companionship, most closely aligning with the emotion of feeling loved or providing love and support during a difficult time."
TWI,123,WabrɛWaberɛsɛ .ɛmmɛrɛ ah ɔno deɛ ɔno deɛ yɛse ɔnkɔ tena abɔnten ɛnkɔ sua adeɛ. ɛna papa no se saa na yɛtete no wɔ akurasei. ɔgyidi sɛ ɛnsɛsɛ barima ɛsɔ praeɛ mu anaa ɔtwitwi nkyɛnse mu. Na medwene sɛ ɛsɛsɛ ɔmo sesa.,Je sais où passer en un coin invidieux et braque en un dièse en un côté na abontine na on s'y attend. Na par conséquent na être tenu et oui parce que vivre c'est nécessaire ben ma esso prême na ou tu chies chance. Na me dire c'est nécessaire au message.,"kane se wɔabere sɛ ɔno ŋkɔ anye vivia ɛbra ɔno de yɛ se ɔŋkɔ tena abɔnten na ɔnsua ade, na papa no see saa na etsi teamu ewoe kaa se, Ʋe vidisẽ nsesẽ bɛya ɛma ɛsɔ krae yewum ɖe anaa wotsu si nkye nso, na medwenee se ɛsɛ sɛ Ɔmesesẽ.",Confused,0.5,"The transcription is highly fragmented and linguistically incoherent, mixing French with unrecognizable phonetic strings. While phrases like 'vivre c'est nécessaire' (living is necessary) and 'tu chies chance' (you have bad luck) suggest distress, the overall disjointed structure of the speech strongly indicates a state of confusion or disorientation.",Afraid,0.75,"The text describes a situation where a father warns against going away to study or live elsewhere, explicitly mentioning the risk of death ('yewum') and suffering, which conveys a strong sense of fear or anxiety for the person's safety."
TWI,124,Na ɔka sɛ ɛsɛsɛ megyae bɔɔlo bo ah mene mmarima no bɔ wɔ kwan no so. ɔse ɛnyɛ adepa sɛ ɔbaa ɔwɔ me menfei no edwane saa. Na masɛ me maame yie. Na afei deɛ ɛsɛsɛ mesure ntɛm ɛkɔsa nsuo na madware ansa na makɔ sukuu.,"La catéchétie, c'est une théorie amenée par le Christ, c'est amenée à dépasser le corps et le corps où il est fini et joignu à la ma fille, moi ami à quoi là, la fille dit, c'est une soi intime comme ça, c'est pour nous dans la culture.",kana ka tso yuya hesẽ me tso yuya ƒe ƒ,Confused,0.6,"The speaker is attempting to explain a complex theological concept (catechesis), but the sentence structure is fragmented, disjointed, and grammatically incoherent, suggesting they are struggling to articulate their thoughts or are confused by the subject matter.",Sad,0.45,"The transcription contains markers of the Ewe language (the letter 'ƒ') rather than Twi. The repetitive use of 'tso yuya' and the word 'hesẽ' (which can mean strong/firm in Ewe) suggests a strong emotional state. Given the phonetic structure and repetitive pattern, it resembles a lament or an expression of deep feeling, which most closely aligns with 'Sad' among the provided options."
TWI,125,Metirim nyɛ den ɛmerɛ ah mepɛsɛ mebɔ medaakye ho ban. Me ne me maame akasa afa wei ho. Me maame se ontumi enku entia me papa.Osuro no yie. Na nsem wei nso.,"Tu n'as rien dit, mais on pensait que tu voulais t'arracher. Mais moi j'ai remarqué à cause de toi et j'avais envie de te voir me dire un peu qui t'aime papa pour souvenir Chrono. Au moment où un malheur couvrit la scène où.",1 TIMI 1.,Sad,0.85,"The text describes a misunderstanding followed by a poignant desire to express love to a father, ending with the explicit mention of 'un malheur' (a misfortune/tragedy) covering the scene, which strongly indicates a sorrowful context.",Curious,0.1,"The transcription '1 TIMI 1' is a biblical reference (1 Timothy 1), which is neutral and informational. Since it lacks an explicit emotion, 'Curious' is selected as the closest approximation for a reference used to seek information, though the confidence is very low."
TWI,126,"Me maame se afifimantam nkora mpo deɛ,ɛnyɛ koraa. Na ayɛ sɛ ntwatoɔ ah ensi da. Na nkutabuo no nkɔ fɔm ah, adɛn nti ah ɛsɛsɛ ɛto obi ah menim no. Na mempɛsɛ mɛka nkutabuo ho, auntie.Mepɛsɛ mɛyɛ ɔyarehwɛfoɔ",mais c'est je suis sûr que mon coeur dirait et n'y croirait na y a c'est un chatouille en sida na c'est on compte beaucoup de corps pour ma adn qui na y a c'est et tout bien à venir mais la même personne me croit on compte beaucoup anti la même personne me voyait chapeau,"maa, mese, ƒe ƒe ƒe mɔntemfɔmɔ ƒe ƒ",Confused,0.5,"The transcription is not in Twi, but in fragmented and incoherent French. The speaker expresses contradictory thoughts regarding belief ('mon coeur... n'y croirait' vs 'la même personne me croit') and uses disjointed phrases, which indicates a state of confusion or mental disorientation.",Frustrated,0.45,"The transcription begins with 'maa, mese' ('I gave, I said'), suggesting an attempt to explain a past action or statement. However, the subsequent speech is fragmented, containing repetitive sounds ('ƒe ƒe ƒe') and a non-standard word ('mɔntemfɔmɔ'), which suggests a breakdown in communication or an inability to articulate thoughts, typically associated with frustration or irritation."
TWI,127,"Ɛyɛ me pɛ ampa anaa. Na ɛmpo sɛ meyɛ abɔfra ah, megyedi sɛ mate aseɛ nanso ɛyɛ den,sɛ nkurɔfoɔ ah ɔmo ndwen senea wodwen ɛwɔ wonkyɛn ah. Medaase auntie, manya ahotɔ kakra, ɛmmerɛ ah mehu sɛ ɛnnɛ mmerɛ yi paa na mete nka sei. Saa na me pɛ.","Aimez pas un par un, n'aime pas seulement un beau frère. Mais tu dis que ma tienne, dans ce ailleurs ding, c'est un profa au monde ding, c'est un auld ring et un old chair. Mais dans ce antique, mais n'a aucun frère, on voit minuit c'est un ami enfin dans le tincasie, ça n'a mis rien.","Ɛyɛ me pɛ ampa amaa, na yɛmpo sɛ me yɛ abomfaa, mekyidie hyɛɛ Matea ase, nanso ɛyɛ den hyɛɛ nkpofoɔ a ɔmum dwee hyɛnya wo dwee ɛwɔ wo nkyɛn a, meda ase nti. Mɛnya ahotɔfa kwa ɛhwa no no hyɛɛ ɛnnɛ me mfaa na mete kase hyɛɛ na mefɛn no.",Lonely,0.45,"The transcription is heavily distorted and appears to be a mix of corrupted French and other fragments. However, the phrases 'n'a aucun frère' (has no brother) and 'ça n'a mis rien' (put nothing) suggest a theme of absence, lack, and isolation.",Grateful,0.75,"The speaker explicitly uses the phrase 'meda ase', which is the standard Twi expression for 'I am thankful' or 'thank you', and mentions 'ahotɔfa', which refers to peace or relief."
TWI,128,Wei na ɛfa no sɛ aberanteɛ nso mehu sɛ wokasɛ wopiri awura awareɛ mu anaa agya mu. ɛnyɛ sɛ nnipa baakofoɔ ɛpɛ nso ɛyɛ adea kuro no ɛboa sɛ yɛgyae. Na menhu no sɛ ɛyɛ adeɛ obiaa ɛsɛsɛ ɛnya ahyɛdeɛ.,我们是父母，是儿孙，我们是无干涉，无预设，无理由，无安排。我们是，离不开父母的爱，我们是，我们是爱家。我们是，爱本是，爱家。那么我们是爱家，不被，SSA，的安排。,"Me ho, sɛ worekase wo repue hura awaremo anaa ɛdzeam, ɛnyɛ sɛ: Nnipa ba kufuo ɛpɛ, nso ɛbua, nso ɛyɛ adi a, kuro no ɛvoa sɛ: Yɛgyaee, na womehunuu sɛ ɛyɛ adi a, ɛsɛ sɛ ɛnya ahyɛdie ho.",Loved,0.85,"The speaker repeatedly emphasizes love for their family and parents ('离不开父母的爱', '爱家'), expressing a strong emotional bond and sense of belonging.",Confused,0.65,"The speaker is using a fragmented structure to describe a social situation, contrasting what was expected ('it's not that...') with what happened ('but... the town helped saying...'), suggesting they are trying to make sense of or explain a perplexing community reaction."
TWI,129,Na seisei deɛ mewɔ anidasoɔ kakraa. Na medwen sɛ ɛnyɛ kwan papa sɛ mɛte nka sei. Medaase auntie.Yebetumi akasa afa ɔhyɛ ah mmarima ɛfa so ebiom?  Na mepɛsɛ mehu deɛ ntia ah yɛpɛ sɛ yɛkyerɛ sɛ yɛ yɛ mmarima ɛwɔ mmaa ne mmarima nhyiadeɛmu.,"Dans ces derniers mois, dans son casque, dans mes jours il s'est un jour quand papa s'est mettait en cachet, mais dans cette ant, et même tu m'iras quand ça apparaît un moment et passera et bien, dans mes proches mihous d'intérêt et proches être tué c'est un moment et oh, il m'a un moment et chien dit.",1 NAFESIENDIƐM 22.,Sad,0.7,"Although the transcription is fragmented and appears to be in French rather than Twi, the mentions of 'papa' and 'proches être tué' (close ones being killed/dying) strongly indicate grief and loss.",Confused,0.1,"The transcription '1 NAFESIENDIƐM 22' does not contain any recognizable Twi words or phrases that express a clear emotion from the provided list. It appears to be a non-linguistic string, a reference code, or a transcription error, making the sentiment indiscernible."
TWI,130,"Na mehu no sɛ mekakyerɛ mawofoɔ ah, wɔbɛ fa me fon efiri menhyɛn koraa. Yoo meetie. Na deɛnna ɛsɛsɛ mesesa ɛkwan ah me fa so ɛde me social media yɛ edwuma. Na mmom menim sɛ mayɛ saa, nanso ɛtɔ mmerɛ bi ahh, nkurɔfoɔ ah mennim ɔmo daso ɛma me nkra.","Ma ministre me capture maufois, on ne parle plus de film et de chaîne en crois, il remetit. Nadine a essayé mais c'est sans effondrement, mais pas ce. Aide les réseaux sociaux via YouTube. Nadine a essayé mais c'est un certain moyen, confond minimum. Sans d'assaut, Emma me en crois.","Na meŋumisẽ meka tɔrebɛmawu fɔ a wɔmehyɛ ƒe awofoɔ ƒe mfe me ŋkra, yu retie, nadana ɛsesẽ mesesa ƒe awofoɔ ƒe mfe me ŋkra, yu retie, nadana ɛsesẽ mesesa ƒe awofoɔ ƒe mfe me ŋkra, yu retie, nadana ɛsesẽ mesesa ƒe awofoɔ ƒe mfe me ŋkra, yu retie, nadana ɛsesẽ mesesa ƒe awofoɔ ƒe mfe me ŋkra, yu retie, nadana ɛsesẽ mesesa ƒe awofoɔ ƒe mfe me ŋkra, yu retie, nadana ɛsesẽ mesesa ƒe awofoɔ ƒe mfe me ŋkra, yu retie, nadana ɛsesẽ mesesa ƒe awofoɔ ƒe mfe me ŋkra, yu retie, nadana ɛsesẽ mesesa ƒe awofoɔ ƒe mfe me ŋkra, yu retie, nadana ɛsesẽ mesesa ƒe awofoɔ ƒe mfe me ŋkra, yu retie, nadana ɛsesẽ mesesa ƒe awofoɔ ƒe mfe me ŋkra, yu retie, nadana ɛsesẽ mesesa ƒe awofoɔ ƒe mfe me ŋkra, yu retie, nadana ɛsesẽ mesesa ƒe awofoɔ ƒe mfe me ŋkra, yu retie, nadana ɛsesẽ mesesa ƒe awofoɔ ƒe mfe me ŋkra, yu retie, nadana ɛsesẽ mesesa ƒe awofoɔ ƒe mfe me ŋkra, yu retie, nadana ɛsesẽ mesesa ƒe awofoɔ ƒe mfe me ŋkra, y",Confused,0.4,"The provided text is incoherent and does not follow the grammar of Twi or French, appearing to be a fragmented transcription. The overall lack of clarity, combined with the use of the word 'confond' (a derivative of confuse in French), suggests a sentiment of confusion.",Frustrated,0.45,"The transcription is highly repetitive and contains phrases such as 'meŋumisẽ' (I cannot/am unable) and 'ɛsesẽ' (hard/difficult) in Ewe (though labeled as Twi). The repetition of these terms, combined with the expression of inability and difficulty, strongly suggests a state of frustration or being overwhelmed."
TWI,131,"Meenyin ntɛmtɛm, na menni nso bubu. ɛtɔ dabi so ah meho yɛ me basabasa sɛ me nante ɛkɔ ɛdan mu. ɛtɔ daabi nso ah mete nka sɛ  yɛɛhwɛ me ɛkwan sononko so anaa ebiaa yɛhwɛ me tenten ɛmmerɛ ah mekɔ ɛma ma yɛ sɛ menfa me ho nsie ɛtɔ dabia. Saa na ɛte.","Miny intime, namy nisou boubou. Et toi de bissou, mais mais où y a me basse basse seminanti, écoute et daimou. Et toi de bissou, mais tinq casse y est cherme, écoute en son cœur. Anna et via y est cherme tinq casse. Et maman, et maman y est cherme famille houssier. Et toi de via, ça a naît.","Minni ntentem, na menni so bubu. Etɔ̃ David sua, meho yemeba sabasase me nante, ekɔ ɣedanmu. Etɔ̃ David sua, metee kase yea hwɛ me, ɛkwan sunɔkoso. Ana, ɛbia yea hwɛ me tenten. Ɛma me, Ɛma me esia, memfa mehwu sie. Etɔ̃ David, saa na ɛte.",Loved,0.65,"Although the transcription is not in Twi and appears to be a phonetic or broken mix involving French words (e.g., 'bissou' for kiss, 'cœur' for heart, 'maman' for mother, 'famille' for family), these specific keywords strongly convey themes of affection, family, and love.",Ashamed,0.85,The speaker expresses a sense of vulnerability and a desire to hide or cover themselves ('memfa mehwu sie') because they feel observed by others ('yea hwɛ me'). The combination of feeling 'broken' or inadequate and the urge to hide from the gaze of others strongly indicates a feeling of shame or embarrassment.
TWI,132,"Metenase kɛkɛ na medwen Ɛdaa ɛbɛ gyae. ɔtɔ ɛyɛ me sɛ menwu mpo. ɛmmɛrɛ m'ani abere tesɛ nea mewɔ sukuu.Na mesuro mehu. Na ɛdeɛn po na ɛkyɛrɛ. Nti esane sɛ ɔyɛ nti, menso ɛsɛsɛ meyɛ. Mepɛsɛ megyae.",mais là c'est quelque chose qui est dans le bégai tout le monde y a me c'est un million de bougies et ben il y a des personnes qui me ressuscitent la machine rouge mais dempot naître ici et ça c'est oui ici mais ça c'est ça mais le passé me dit à,"Mɛsuna chekeke na mɛtwee da ɛbɛgya, to me awia, yihame yihia me ŋu ku me, ʋea me nye ave, tisenee me woresuke, na mesue me ho, na yeda mpo na yechere, nti, ɣe sa le sɛ ɔyi nti, me nsorɔ̃sɛsɛm meyia, ƒe pɛsia me gyae,",Confused,0.6,"The transcription is highly fragmented, syntactically incoherent, and contains illogical phrases (e.g., 'million de bougies', 'machine rouge'), suggesting a disjointed thought process or a state of disorientation.",Sad,0.85,"The text contains words such as 'mesue' (I cried) and 'senee' (destroyed/ruined), which are strong indicators of emotional distress, sorrow, and sadness."
TWI,133,"Me nana kaa no mperɛko na mesuro papa yie. Na metumi aka biribi akyerɛ me nana?ɛyɛ mesɛ mesua kasa foforɔ ɛnnɛ, bibiara yɛ soronko sɛn nea yɛkyerɛ me. Na sɛ mekɔ fie ah deɛn mɛyɛ. Medaase ɛna.","Mais maman, quand on préco, on est sûr quand il y a. Mais tu m'as quand des biais tu es maman. Aïe mais c'est, mais si y a casse pour une année, biais et son côté mais tu es. La seule que tu as des amis, mais dans c'est là.","Mina na kaa no mprɛ ko, na mesuro kaa ye, na metumi aka dɛn bea trɛ mina na? Ɛyaresi, mihi sia kasa kufɔɔ ene, vivia yɛ su nkɔse yi nye wɔtwee me, asa me kofia dɛn na mi?",Frustrated,0.55,"The transcription (which is in broken French, not Twi) features repeated use of the word 'Mais' (But) and the exclamation 'Aïe', which typically indicate distress, complaint, or an argumentative tone. The speaker seems to be expressing a grievance or a difficult situation to their mother, suggesting a feeling of frustration.",Afraid,0.85,"The speaker uses the word 'mesuro', which translates to 'I am afraid' or 'I fear' in Twi, and expresses hesitation and uncertainty about what they can say."
TWI,134,"Mempɛ sɛ mɛyɛ nnipa kurɔ ah yɛnfa no nka ho nanso mempɛ menyim nti na mentumi ɛnkɔ sukuu..Me maame se sɛ menyim ah, mesukuu kɔ no aseɛ. Na ɛyɛ ampa? Mmaa betumi asan akɔ sukuu? Na mepɛ sɛ me wie sukuu.","Mon père m'a dit pourquoi m'fendre caro, non so. Mon père m'a dit maintenant m'entendre en cours de gym. Il m'a amené c'est mener ma mesure pour passer. Là il y a un pas et m'avait tu mis à s'asseoir à cours de gym. Mon père m'a dit mesure.","Menkɛ sɛ ne ƒe nika ko a, menfa ne nka ho, nanso menkɛ sɛ meni me nso na rentumi nkosuku bi o. Mema amesee, sɛ menem a, misuku ko asey, na ɛya mpa mma abe tumi asa nso akosuku, menkɛ sɛ ƒe yie misuku.",Insecure,0.65,"The speaker describes a memory of their father taking them to a gym class to be 'measured' (mesure), which resulted in them being told to sit down. This suggests the speaker did not meet a specific physical standard or requirement, an experience that typically evokes feelings of insecurity or inadequacy.",Frustrated,0.7,"The speaker is discussing the difficulty and struggle regarding education ('suku/sukuo'), mentioning that they cannot go or that it is difficult ('ɛya'), which conveys a sense of longing mixed with the frustration of systemic or personal barriers."
TWI,135,"Na ɛma kuro no nyinaa ho yɛ den sen kane. Na nnoɔma ah ɛfa amanyɔsɛm so, yɛhuu wɔ news no sɛ yɛma maa bebree akɔ parliament. Nti yɛhwa na nnoɔma sisi senea ɛsɛsɛ asisi ah, ɛnea ɛbɛkyɛ paa ansa mmaa betimi anya biribi aka amo ɔmo ho.","La Emma connaît une arrière de son canet. La Emma a un papa comme un ancien monsieur. Il nous semble bon mal mal de lui à propos. Car les amis, on dit c'est une chose là Emma cissy c'est une chose cissy là. Un y a un bête qui a pas un sana Emma veut tuer une y a Bibi à quand à moi.",1 KALIA 1.,Confused,0.65,"The transcription is highly fragmented and disjointed, featuring contradictory descriptors ('bon mal mal') and repetitive placeholder phrases ('c'est une chose là... c'est une chose cissy là'), which suggests the speaker is struggling to articulate their thoughts or is confused by the situation they are describing.",Confused,0.1,"The transcription '1 KALIA 1' does not contain any words or markers that convey a specific emotion in Twi; it appears to be a name, a label, or a non-emotional utterance."
TWI,136,ɛnfa ɛmmaa ho kɛkɛ. ɛyɛ paa sɛ mehu sɛ nkurɔfoɔ bi,Un fan m'a vu boire quelque. La mecasse a beaucoup d'autres mois à seigneur. La cerveau est part dans son. Et pas c'est mieux mieux c'est. Il il confond beaucoup de tout le bois. La mecasse me chenille c'est un milliard de panneaux mais dans ces anti.,"Ɛyefã asemewo mehu sɛ ŋkɔ fobuwohoa ŋutu me voa, na mefɛ sɛ mehwɛni yi sia mia de fa no, meda asem antie.",Confused,0.6,"The provided text, while labeled as Twi, is actually a fragmented and grammatically incorrect transcription of French. The phrasing is disjointed and incoherent, and it explicitly uses the word 'confond' (confuses), indicating a state of confusion or mental disorientation.",Grateful,0.85,"The speaker concludes the sentence with 'meda asem antie', which is a variation of 'meda ase', the standard Twi expression for 'I thank you' or 'I am grateful'."
TWI,137,"ɛmpo meho atɔ me kakra. ɛbia yetumi kasa ɛfa ɛkwan ah yede ɛhyɛ efiri nnamfoɔ bedi dwuma. Na mepɛsɛ me yɛ barima papa nanso ɛtɔ mmerɛ bi ayɛ sɛ ɛkwan no ɛntene.Na yɛbɛhia saa merɛ korɔ yi bio?Esane sɛ Me maame , ɛha no sɛ mepie kɔ abɔnten ah memba fie ntɛm.","Un moment à tomber, et peut-être même cassé par un coin indien et chez un fou midi midi du mat. J'avais pensé à me y avoir passé tout le matin, et c'est un coin indien. Naïve chia ça me brûle à bout. Et il y a une personne m'a appelé et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu m'aimes et a dit: ""Tu",Hm ƒo me ho atɔ me ƒe,Confused,0.6,"The text provided is not in Twi (it is in French), and it is highly fragmented and repetitive. The loop of 'Tu m'aimes' (Do you love me) combined with nonsensical phrases like 'coin indien' and 'midi midi du mat' suggests a state of mental confusion or a transcription error resulting in incoherent output.",Relieved,0.9,"Although labeled as Twi, the transcription 'atɔ me ƒe' is actually Ewe, meaning 'my heart is at peace' or 'I am relieved.'"
TWI,138,Obi a obu ne ho,不，别啊！不，不，你好。,"Obiara, wo bu ne ho.",Afraid,0.85,"The transcription '不，别啊！' (No, don't!) indicates a strong sense of panic or fear, which is the dominant emotional expression in the short phrase.",Proud,0.9,The Twi phrase 'bu ne ho' translates to valuing oneself or being proud of oneself.
TWI,139,"Me nnamfofoɔ kasɛ wonni mpena anaa sɛ wonfa ɔbaa nhyia ah, wonyɛ barima pa. Na medwen saa noɔma ho tesɛ nnyinsɛn ah wompɛ anaa mpo STI. ɛtɔ mmerɛ bi a, mehu no sɛ mnni obiara ah meni ne no akasa afa saa nnoɔma wei ah ɔbɛte mase ɛmmerɛ ah onbu me fɔ.","Non pour cause où nous, et pour notre, où faire pour un échec où ne bien m'envoie. Non mais grâce à nous, on peut se initier à un pays, on a un peu est dit. Et tout moyen bien pour initier à nous bien, mais ne peut que ça à face à nous marier. Ah au bercer ma c'est un bras ou ou vous me faut.",1 KNE 1.,Confused,0.4,"The transcription is highly incoherent and grammatically fragmented. While it contains keywords like 'échec' (failure) and 'grâce' (thanks/grace), they are presented in a disjointed manner that lacks a clear logical flow or emotional consistency, suggesting either a confused state of mind or a failed transcription process.",Confused,0.1,"The transcription '1 KNE 1' does not contain any recognizable words or phrases in the Twi language, nor does it convey any discernible emotional content. 'Confused' is selected as the closest option to represent the unintelligible nature of the input."
TWI,140,"ɔmoa yɛ ankonam ɛna ehu ahyɛ ɔmo mu ma  mpo sɛ ɔmo bɛba sukuu.Na nhyehyeɛ bɛn ni.Auntie, sɛ woka daabi ɛnyɛ mmerɛ ɛmmerɛ ah obiaa ɛyɛ bɔne  Mepɛ sɛ meyɛ ɔkyerɛkyerɛni daakyee nti mebɔ mmɔden sɛ menkɔ asem mu ɛna mebɔ mɔden sɛ meni bɛda hɔ","Maman et oncle n'ont eu sous la chouille pour son mauvais basculement, na insister bien ennemi. Ante, c'est au cas des amis, un ami est venu au viar et y a débonay, mais personne n'y est retenu et ante, indi, le premier c'est miko à c'est où, on a le premier c'est mille vingt d'après.","Mamae ŋu kuna eŋu su ahoawo ku kusẽ wo mo be ba su ku na nhsesheyewe bɛe mi. Anti, siawo ka de eve vi, enye mme evea wo bea eya aɖe bɔne, mefɛ sia mienyie ƒe tsetse anyi daa tsi, yiŋti mebɔmɔne sia meŋkɔ ase wo, na mebɔmɔne sia meyi vɛ daxo,",Confused,0.65,"The transcription is highly fragmented and disjointed, blending French with non-standard terms. The speaker describes a negative situation ('mauvais basculement', 'ennemi') but does so in a non-linear manner, mentioning unclear references like 'miko' and 'mille vingt', which indicates a state of confusion or distress.",Sad,0.75,"The text (which appears to be Ewe rather than Twi) contains keywords such as 'bɔne' (meaning bad, evil, or wrong) and 'tsi' (referring to tears), which indicate a state of distress, misfortune, or sorrow."
TWI,141,"Ah Auntie, .Biabiara yɛ, saa na medwen nanso efie nnoɔ ayɛ den kakraa.Na ɛyɛ me papa pa. ɔda so ka ɛsɛ mengyae sɛ mebua me maame ɛwɔ adidibea adwuma ho. Efirisɛ ɔse ɛnyɛ ɔbarima adwuma.","Parce que Bia est beaucoup plus amadoué, même si il est plus mignon que Aida, Nam et Amy Papa Pé. Or d'assez cas c'est essentiel de dire c'est nous voir mes mamies et au idée Bia et du monde. Et puis c'est aussi un nain au bien majeur.","2 AFI 2. Na ame yea mepapa pɛ. Ɔda so kase ɖe sɛsɛmwo dzae nɛwoa amea amie, ewɔ edidi bia redwuma, ƒe ƒii sɛ ƒɔsee enye ɔʋɛ ma edzukɔ.",Happy,0.6,"Although the transcription is in French (not Twi) and contains several grammatical errors, the speaker describes 'Bia' as being 'more docile' (amadoué) and 'cuter' (mignon) than others, which indicates a positive, affectionate tone.",Proud,0.8,"The text describes a father's hard work and positive attributes, reflecting a sense of admiration and pride in the speaker's father."
TWI,142,"Nso ɔsere na ɔkasɛ aduanenua yɛ mmaa dea. Na sɛ daa, mewɔ agyadeɛ ah yenhu me sɛ me yɛ ɔbarima ah mewɔ tumi na metumi yɛ adeɛ ɛwɔ mpɔntam ha.Na menim sɛ ɛnyɛ saa. Hwɛ nnuanenuafoɔ ah wɔwɔ accra anaa mmerema ah wɔwɔ adidibia kɛseɛ.",Donc ensuite on a quasiment bien une mère et un père des lancers d'un égard des à dire vous me savez mais mais vraiment vous tu nous amusiez à des elle vous importez pas nous amusiez à ça chez il y en a pour papa papa ou encore Anna et vraiment à ou ou et Didibya et c'est,"Nnso ɔsuee na ɔkaa se, edwaini mía yeye mmaa nie, nàsẽ da mewɔ Edzaida yihumii sia miewo mewɔtumi nametumi aɖe, Elwin ƒe Timha, na Misraim ƒe Nesal, xɛe ediane nɔ afɔ papa ƒe awo akra ana mmarima a wɔwɔ Edidibea. Ɛsie,",Happy,0.4,"Although the transcription is fragmented and grammatically incoherent, the mentions of family members ('mère', 'père', 'papa') and the word 'amusiez' (amused) suggest a positive or lighthearted recollection of family interactions.",Sad,0.9,"The text begins with 'Nnso ɔsuee', which translates to 'But he/she cried', explicitly indicating an expression of sadness or grief."
TWI,143,"Me maame su sɛ ɛtɔ daibi a, nso ɔka sɛ ontumi ɛnko entia me papa esansɛ ɔyɛ efie no tire. Obiara ah ɔwɔ me kurom ka sɛ meware ntem ah, mede aniwuo bɛba m'abusua  Daabia ɔmo ka bragorɔ ne abrabɔ ho asem","Mais monsieur, c'est tout de bien. On se passe entre amis pour faire. Mais ça ne pourrait finir si. On peut avoir une crème comme ça. C'est mémoire intermède. Il est nouveau pas le biche. On dit bien au moins. Bravo ni à manier aussi.","Noma nu so sɛ tɔdemia, nso ɔka sɛ ƒe ŋutumi enko ntea mepɔ ƒe ƒe pesantɛ ɔyɛ ɣe ɣiini tie. Mubiawɔwɔ ŋu krum kasa yim yim yewoare ŋutɔ amanewo asi,",Happy,0.5,"Although the provided transcription is in fragmented French rather than Twi, the presence of positive phrases such as 'c'est tout de bien' (it is all good) and 'Bravo' suggests a generally positive and friendly disposition.",Anxious,0.65,"The text describes a 'storm' (tɔdemia) and uses the phrase 'ŋu krum' (which in Gbe languages like Ewe, which this text resembles despite being labeled Twi, refers to a tight heart or chest), indicating high tension, stress, and apprehension regarding a loss of power or control over nations."
